Symbol,A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AFL,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,ANTM,AON,AOS,APA,APD,APH,APTV,ARE,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BAX,BBY,BDX,BEN,BIIB,BK,BKNG,BKR,BLK,BLL,BMY,BR,BSX,BWA,BXP,C,CAG,CAH,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CE,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COO,COP,COST,COTY,CPB,CPRT,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVS,CVX,CXO,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISCK,DISH,DLR,DLTR,DOV,DPZ,DRE,DRI,DTE,DUK,DVA,DVN,DXC,DXCM,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,EOG,EQIX,EQR,ES,ESS,ETFC,ETN,ETR,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FISV,FITB,FLIR,FLS,FLT,FMC,FRC,FRT,FTI,FTNT,FTV,GD,GE,GILD,GIS,GL,GLW,GM,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GWW,HAL,HAS,HBAN,HBI,HCA,HD,HES,HFC,HIG,HII,HLT,HOG,HOLX,HON,HP,HPE,HPQ,HRB,HRL,HSIC,HST,HSY,HUM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INFO,INTC,INTU,IP,IPG,IPGP,IQV,IR,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,JWN,K,KEY,KEYS,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KR,KSS,KSU,L,LB,LDOS,LEG,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNC,LNT,LOW,LRCX,LUV,LVS,LW,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOS,MPC,MRK,MRO,MS,MSCI,MSFT,MSI,MTB,MTD,MU,MXIM,MYL,NBL,NCLH,NDAQ,NEE,NEM,NFLX,NI,NKE,NLSN,NOC,NOV,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWL,NWS,NWSA,O,ODFL,OKE,OMC,ORCL,ORLY,OXY,PAYC,PAYX,PBCT,PCAR,PEAK,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,SBAC,SBUX,SCHW,SEE,SHW,SIVB,SJM,SLB,SLG,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYY,T,TAP,TDG,TEL,TFC,TFX,TGT,TIF,TJX,TMO,TMUS,TPR,TROW,TRV,TSCO,TSN,TTWO,TWTR,TXN,TXT,UA,UAA,UAL,UDR,UHS,ULTA,UNH,UNM,UNP,UPS,URI,USB,V,VAR,VFC,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAB,WAT,WBA,WDC,WEC,WELL,WFC,WHR,WLTW,WM,WMB,WMT,WRB,WRK,WU,WY,WYNN,XEL,XLNX,XOM,XRAY,XRX,XYL,YUM,ZBH,ZBRA,ZION,ZTS
PKG,70,82,44,66,54,42,46,76,54,68,62,54,44,88,54,0,-16,4,42,32,42,60,38,44,74,60,68,40,64,64,72,0,48,72,36,74,-20,42,42,70,36,50,82,26,70,68,60,50,10,28,24,52,96,-4,60,74,46,90,76,58,38,74,48,80,72,36,86,48,36,26,46,80,96,100,60,58,62,36,-24,62,20,76,64,44,84,24,30,82,8,88,12,42,22,18,46,58,38,-8,6,100,-24,32,28,84,26,58,22,24,46,20,64,44,48,68,70,12,44,64,50,42,44,6,84,36,34,78,24,26,0,52,54,44,46,44,38,46,102,44,50,28,0,-6,76,52,56,4,16,68,64,10,46,8,24,78,76,38,28,16,2,22,82,88,-10,14,48,6,82,24,16,70,22,76,46,64,60,66,18,60,54,22,78,68,82,38,50,80,58,50,50,76,66,52,58,26,62,64,72,66,70,64,52,46,38,62,76,72,52,54,54,74,82,26,66,46,78,72,64,42,82,44,54,60,10,32,48,66,-14,16,82,8,42,78,56,58,20,38,88,50,134,42,92,64,78,30,40,56,88,64,56,80,68,48,46,64,54,44,26,70,70,56,50,68,28,32,50,4,30,64,60,62,38,52,84,28,50,14,50,60,26,42,72,-2,56,84,72,60,14,76,44,46,36,56,84,12,58,36,46,52,52,80,66,62,4,12,50,32,62,18,24,68,72,32,32,86,34,54,10,70,78,70,64,60,52,52,34,-6,-22,56,20,48,40,22,48,26,34,76,50,112,88,74,8,66,36,48,12,78,56,42,82,42,40,36,44,90,74,16,-4,16,56,90,36,40,70,26,0,88,62,34,68,90,16,80,8,56,62,0,56,56,78,50,38,58,40,58,22,58,52,76,62,72,56,30,82,72,36,34,22,80,24,48,54,76,72,60,42,62,66,84,62,-20,60,48,10,48,68,62,44,92,64,64,72,6,24,72,64,84,68,34,42,60,38,72,22,76,68,34,48,38,30,40,84,72,58,62,72,24,54,18,24,82,72,84,100,88,52,70,76,44,38,68,28,54,32,34,2,68,58,56,58,-14,24,72,64,26,18,46,16,20,138,58,76,76,-16,58,48,54,76,70,24,66,56,70,48
PKI,132,50,60,80,86,44,78,108,90,90,94,72,64,58,72,34,22,50,76,20,36,48,56,48,72,58,30,58,88,70,52,16,36,104,84,92,14,56,56,88,66,72,60,70,60,90,68,54,38,40,52,72,102,0,60,92,42,80,80,78,82,72,80,68,88,70,100,48,74,56,78,70,76,90,42,50,88,22,-30,94,50,78,76,70,58,72,18,92,20,54,46,68,20,20,32,56,52,-2,32,98,8,66,30,104,20,70,30,48,4,10,80,64,70,66,66,12,78,86,60,66,44,32,70,30,86,96,38,68,-2,110,46,60,60,56,36,24,120,18,46,24,30,20,78,54,68,32,30,74,70,20,56,12,68,64,96,40,42,36,12,30,76,102,22,8,74,0,62,70,22,60,24,90,60,98,66,84,32,74,58,52,86,74,104,46,46,62,48,60,32,100,46,62,90,24,82,96,60,70,66,92,76,38,82,94,104,70,64,62,44,90,96,26,58,64,72,102,76,78,94,60,76,74,14,14,54,88,6,42,80,14,72,106,60,102,56,74,106,58,76,62,92,102,104,50,88,90,108,54,62,50,58,50,62,58,84,66,34,62,102,32,36,90,16,60,70,16,34,60,42,90,62,66,64,12,88,38,48,92,76,36,88,12,76,70,58,82,6,62,54,60,30,82,112,-2,76,46,90,28,72,86,68,66,30,32,32,74,96,62,46,46,62,86,48,74,82,84,44,86,120,72,90,92,46,78,36,14,8,80,30,58,82,32,60,60,44,56,76,84,76,92,20,38,62,70,12,56,78,74,72,44,60,56,62,82,76,-6,18,42,102,76,28,30,96,22,88,0,58,30,78,106,24,78,48,84,100,-30,44,60,74,44,78,80,74,82,42,48,68,72,86,74,76,48,88,28,74,44,42,82,42,48,68,74,78,78,26,72,58,74,60,20,46,68,32,68,80,54,38,106,92,66,100,18,40,62,78,84,60,60,44,86,58,142,52,92,76,32,68,28,48,72,82,66,74,76,64,30,62,30,54,78,58,74,86,92,74,102,86,30,28,58,54,94,90,4,18,80,100,50,56,4,14,96,70,62,34,62,26,34,94,48,70,76,8,78,70,52,102,112,20,92,92,82,80
PLD,60,32,22,58,52,16,24,56,82,70,38,50,52,10,32,80,80,50,68,28,132,62,86,72,4,40,18,64,80,36,40,-16,58,58,12,38,56,44,8,78,28,86,26,2,52,78,2,112,60,40,148,14,50,58,52,56,-2,22,72,18,40,16,12,32,60,24,48,58,36,58,52,22,108,28,68,18,22,72,-2,50,74,48,72,46,32,36,-2,36,62,48,48,24,84,82,72,-8,44,-4,44,34,66,4,42,30,6,54,6,26,6,24,58,20,-2,60,56,14,26,56,24,20,18,70,46,-8,28,6,56,46,50,58,54,32,30,32,78,38,42,24,134,14,56,54,42,0,30,28,24,44,48,78,90,24,56,14,28,6,62,134,48,134,12,34,66,48,52,38,32,46,78,24,16,50,82,42,6,30,66,26,76,42,20,50,28,66,20,26,92,8,36,42,34,44,50,50,32,28,8,58,62,50,68,2,48,22,26,2,48,6,24,26,54,16,24,76,30,58,0,56,68,2,30,18,12,22,20,64,54,12,36,44,58,42,62,58,12,68,46,54,56,28,38,48,44,74,54,62,40,-4,36,56,10,66,24,26,44,-2,32,18,58,34,78,76,76,40,26,82,6,-6,30,56,-16,66,34,66,34,38,38,36,28,62,12,70,34,56,40,38,22,16,56,84,148,36,42,22,32,4,46,88,50,22,32,40,46,50,54,50,32,28,8,-6,14,58,-12,20,56,66,54,28,56,28,32,24,-4,36,54,76,18,48,48,78,42,54,-6,60,40,42,32,24,14,44,48,20,10,28,106,42,28,40,38,24,-18,50,76,36,32,84,48,60,40,42,68,40,20,64,62,58,0,18,24,48,64,50,40,14,16,50,28,34,44,16,42,36,18,24,30,84,28,18,42,12,26,58,48,50,74,34,58,82,86,54,-2,24,54,-12,34,4,68,20,84,68,88,48,46,72,8,40,58,52,26,38,64,20,38,34,78,52,32,56,10,34,36,62,36,22,32,72,34,66,74,60,44,26,38,34,40,134,18,30,12,18,32,50,40,50,82,54,46,20,46,88,78,54,42,82,28,50,54,22,14,70,100,30,56,88,78,34,14,82,46,54,64,34,74,16,34,20,54,36,40,38,56,24,54
PM,48,12,56,64,58,8,16,42,54,20,48,38,44,52,42,16,16,32,36,8,6,18,36,26,40,12,38,16,16,14,46,4,22,40,20,26,-6,20,38,26,36,18,20,14,34,66,40,20,32,36,-4,36,40,12,44,34,16,22,36,48,42,24,6,30,26,20,34,6,10,6,18,20,38,36,22,30,38,28,-2,32,0,40,42,44,20,28,2,18,30,20,34,30,2,22,2,10,46,-20,6,48,-6,14,26,26,14,32,22,24,-4,38,2,30,44,40,32,-6,26,42,28,34,30,10,28,40,12,30,-10,-2,2,10,4,22,24,30,32,10,44,-10,14,-10,16,16,14,16,48,-16,26,20,36,34,26,26,38,28,20,8,0,-14,16,6,34,34,22,14,18,16,30,12,-6,16,38,20,12,44,6,38,16,24,28,14,18,20,18,16,-6,50,12,24,50,46,2,20,18,38,50,46,28,36,36,38,44,30,28,34,22,24,-16,16,8,46,26,32,24,16,12,50,22,8,44,32,66,54,6,22,-18,16,-42,30,54,-30,20,34,-8,14,32,46,44,20,38,20,16,18,46,34,52,24,58,24,14,32,16,30,18,42,24,12,10,18,30,4,-26,46,28,26,34,6,8,10,56,28,0,8,24,22,40,4,54,32,22,-18,38,4,34,40,-2,36,22,16,26,48,12,42,44,-4,42,-2,20,48,24,44,16,8,4,18,8,26,20,16,70,34,32,20,22,30,18,36,6,22,54,42,34,32,12,34,16,30,-14,28,-2,52,14,2,4,22,56,42,44,24,20,52,4,8,40,44,-14,46,46,48,32,14,16,-14,38,30,46,4,32,26,32,26,54,54,22,12,34,30,18,0,16,40,10,36,6,36,48,-4,40,2,32,24,34,38,42,22,2,14,18,14,48,28,18,22,42,16,32,14,16,40,-22,14,22,22,38,32,24,18,58,18,18,-2,18,16,46,26,40,50,32,32,48,50,14,50,62,32,10,46,28,30,-8,30,24,22,32,22,16,32,32,-4,2,0,40,8,16,14,10,-14,40,26,14,34,44,48,28,32,42,42,38,36,0,18,16,30,12,4,70,2,34,48,52,10,-8,30,28,46,62,16,30,-6,44,16,14,16,-4,44,18,-6,48,34,24,14,-2,28,10
PNC,66,54,40,70,64,44,44,46,92,56,84,74,42,72,40,0,-4,44,60,66,14,50,58,44,76,58,60,58,62,30,58,-12,58,92,48,114,-34,78,74,60,42,58,64,60,62,76,90,36,18,42,14,64,68,-36,82,70,32,158,52,86,50,92,76,118,58,58,136,24,26,60,44,88,58,134,36,44,106,32,-6,66,-6,80,60,76,92,38,38,140,4,80,22,30,22,24,30,118,52,12,22,88,-24,50,28,154,14,60,58,30,16,-8,52,26,72,84,74,24,44,64,52,56,58,20,76,66,68,128,8,42,-18,28,64,60,62,66,-4,40,90,38,16,26,4,-4,84,76,42,30,26,68,62,-2,46,10,52,88,98,62,10,6,-6,-2,110,96,-16,-18,20,-6,100,36,-20,74,44,60,66,70,78,94,6,66,52,58,160,66,96,50,80,112,24,52,32,68,66,78,60,6,108,64,70,94,94,70,48,52,40,128,74,84,70,126,44,78,54,44,76,56,62,78,96,54,96,58,84,66,-2,-16,60,60,-14,58,74,16,42,80,64,58,18,56,92,38,74,78,70,46,86,4,58,78,90,92,60,72,58,82,52,60,146,50,0,146,60,36,6,80,12,40,74,10,10,70,84,96,48,52,78,12,36,4,64,92,36,34,116,-20,70,78,54,74,22,96,30,66,-4,72,80,12,48,38,76,4,40,104,90,68,-6,6,38,80,74,52,26,54,66,30,74,120,70,104,20,152,62,72,76,50,72,64,34,-8,-26,42,-4,62,44,38,62,24,20,102,92,116,82,66,-6,10,40,46,-8,84,56,80,74,16,48,28,44,122,94,-42,16,-6,50,86,24,42,92,28,68,78,24,16,0,74,-18,92,16,82,112,-48,60,70,62,70,56,66,58,88,62,0,28,132,84,108,74,24,72,52,58,14,28,98,-2,-4,98,36,72,140,18,90,34,90,36,4,22,58,12,64,118,66,40,82,76,92,50,32,54,78,64,84,122,28,36,60,48,52,54,54,108,32,38,32,18,54,64,68,94,104,68,-8,40,2,44,74,96,82,118,152,76,62,72,58,32,34,38,64,14,-32,18,62,52,40,68,-10,-28,114,58,60,30,54,38,38,76,60,44,72,-12,48,74,16,56,66,38,36,66,114,70
PNR,88,74,64,72,62,28,46,68,84,70,86,74,52,80,72,-10,-2,30,90,46,14,66,56,30,96,50,62,68,82,58,66,-14,52,112,50,104,-40,56,74,70,42,62,74,70,68,108,94,28,-2,30,14,78,96,-52,86,96,74,94,56,88,58,92,66,98,64,70,120,10,42,38,26,102,64,104,10,48,122,52,-40,96,-16,108,66,66,74,60,54,100,-2,72,22,60,38,26,26,88,60,-6,-8,130,-32,40,22,110,22,42,42,42,10,-4,64,32,74,82,56,6,62,60,68,86,62,8,86,70,94,104,-2,52,-12,66,38,60,60,66,18,40,126,34,26,30,-8,0,76,70,92,-20,26,68,52,-4,72,-2,42,108,118,54,2,0,-18,4,86,124,-14,-24,30,-10,76,60,-22,74,38,96,52,100,92,108,10,96,42,26,84,90,108,64,62,62,36,62,50,114,74,94,82,8,98,108,98,62,66,100,36,54,66,100,88,80,60,66,70,88,72,20,52,60,74,80,90,44,106,64,108,98,24,8,46,80,-40,50,114,6,50,94,64,76,42,40,102,42,94,102,96,50,100,28,74,98,140,82,96,64,76,46,34,56,100,44,24,74,78,38,18,92,10,42,48,4,28,60,68,96,60,58,90,36,56,30,78,66,46,48,106,-40,72,68,82,94,-20,96,42,62,16,98,102,-4,88,42,74,18,26,108,80,76,-10,18,36,52,100,26,24,62,64,42,52,106,62,78,58,88,80,88,74,94,46,84,54,-26,-6,64,-4,78,66,66,54,48,28,92,82,92,80,84,16,66,64,72,-10,82,80,100,82,26,48,38,54,94,116,-16,12,10,80,126,38,56,134,18,90,106,48,40,74,0,-8,98,32,76,118,-54,70,78,90,66,78,62,58,82,40,18,56,78,104,90,98,20,116,40,82,46,14,136,-20,32,94,52,64,88,20,78,48,82,42,-22,48,70,8,38,102,98,28,128,86,98,42,46,52,42,86,86,70,28,44,102,50,76,62,112,98,50,50,16,16,52,82,102,76,82,98,-2,54,42,38,88,76,92,112,98,66,94,120,60,18,54,32,92,24,-12,26,102,100,72,78,-34,-6,110,68,32,26,58,10,10,100,50,74,88,-32,78,72,16,100,124,20,52,76,76,46
PNW,14,-28,16,-12,20,2,12,26,6,18,-6,-4,38,-2,-8,140,150,62,24,14,62,48,56,24,-24,8,-16,14,14,2,-6,-28,0,-2,24,-4,78,4,8,22,24,64,-16,4,14,10,-16,66,122,-8,56,-44,2,120,14,-2,-14,-26,32,-6,20,-16,0,-10,6,14,12,32,24,32,48,-14,50,-10,54,-28,-20,66,36,-4,60,-18,10,2,-34,34,-18,-16,70,-10,30,12,66,62,40,-20,16,22,26,-36,138,16,72,-6,18,22,20,14,0,36,16,32,16,16,34,-42,0,14,-2,8,-6,114,-8,-30,-18,-4,54,26,30,42,0,-22,-26,-12,56,6,-24,10,72,4,134,134,-10,10,-4,8,-2,8,18,136,32,58,36,-14,-26,-10,58,54,106,86,-16,-12,122,114,34,88,-22,-2,84,-8,8,-12,-14,-10,-16,-40,104,-14,42,10,-22,22,2,32,-38,-6,66,6,12,10,18,-22,14,36,-4,-12,-26,4,4,22,44,-24,18,-44,-16,-18,-8,-44,-14,-12,0,-2,0,48,10,6,-18,20,-2,0,-36,-26,6,0,-4,2,44,26,12,34,40,4,-6,30,8,30,-14,22,4,-6,8,34,4,20,24,6,-20,-6,-4,22,-4,30,36,6,-18,-18,24,-34,-6,14,52,14,74,38,-8,56,18,-38,-2,34,-12,38,-8,24,16,50,2,12,44,48,-18,150,10,30,-16,-2,12,0,12,20,60,-22,-10,42,-28,-18,6,42,36,-20,-16,12,46,36,14,46,4,46,10,-20,14,50,-10,-32,-4,12,66,-14,28,0,-2,2,-28,-10,38,138,46,6,116,30,26,52,-40,32,64,22,6,-18,-18,-16,22,2,-6,6,70,-26,42,-8,-16,10,4,12,32,8,10,74,96,44,28,14,38,30,-16,34,16,24,64,10,-18,-8,0,-18,64,-8,4,72,18,2,-10,0,10,-10,-2,-22,26,64,8,-6,2,-22,-8,50,-2,12,26,12,48,22,50,24,-32,16,6,-50,44,-22,24,-28,16,104,40,-4,88,30,-26,-20,18,-14,-18,2,44,-4,18,26,42,10,-16,56,-2,-2,-18,42,54,-24,-4,58,-20,6,20,20,-14,2,-2,-2,10,78,-4,22,46,-8,6,-20,2,-6,6,22,-16,-10,34,44,58,18,42,64,54,-4,8,-46,-6,148,92,-24,20,60,74,22,18,42,0,0,42,-10,136,-10,6,22,-2,2,8,14,10,-2,36
PPG,94,66,42,94,74,38,52,70,104,60,112,70,44,84,78,6,-20,38,56,66,36,58,66,36,96,52,62,76,80,52,58,12,76,98,46,114,-28,86,42,72,32,62,102,50,96,108,98,26,8,40,20,86,100,-22,70,66,60,84,84,56,86,70,50,76,74,46,118,22,60,28,50,112,56,92,50,46,110,68,-10,90,-8,96,60,80,122,52,64,74,6,72,32,34,50,48,54,72,74,16,2,112,-32,32,18,102,18,72,28,20,34,26,70,36,82,96,56,22,44,68,54,52,42,6,76,92,100,110,20,56,12,88,70,52,56,68,6,78,126,20,22,18,0,6,96,52,82,14,32,88,80,6,86,0,58,108,116,38,8,6,-20,10,92,116,-4,-12,42,-4,100,66,-20,68,46,110,66,88,94,98,32,100,20,16,78,76,104,26,86,74,30,52,42,112,70,106,72,28,94,82,116,80,76,94,50,60,76,96,94,68,62,56,60,66,86,40,30,66,58,80,100,70,146,54,106,96,26,22,96,74,-8,48,94,16,48,104,86,76,34,66,100,40,102,84,98,60,60,32,66,100,130,66,78,92,90,56,70,54,92,58,54,64,92,54,34,92,50,46,52,54,24,50,82,82,30,52,98,58,70,-4,106,98,50,42,96,-18,70,56,56,84,8,92,40,62,28,106,96,38,80,36,80,52,44,102,70,74,24,22,50,80,108,32,18,70,38,56,38,100,66,94,34,68,102,70,82,66,64,84,54,-16,-10,42,0,92,44,50,74,26,22,78,104,80,92,62,30,64,54,72,-8,92,56,100,76,26,26,14,46,72,96,-10,6,46,58,106,50,74,114,34,80,78,50,36,92,98,-18,0,20,50,82,-44,40,76,80,74,48,70,52,64,48,42,54,68,76,86,86,40,122,54,108,66,50,88,-4,40,60,38,108,88,24,70,44,92,34,-24,46,66,22,64,88,90,36,96,86,86,54,66,58,66,64,104,70,42,42,76,60,84,58,84,96,52,62,50,14,42,98,80,64,72,72,12,86,36,8,92,72,114,116,100,72,68,106,64,26,46,52,68,16,-2,50,82,100,72,80,-28,-12,78,72,66,46,28,44,48,86,52,78,76,-20,72,78,48,80,94,50,68,88,64,46
PPL,34,14,2,22,50,-8,20,18,22,26,26,42,16,20,16,78,90,74,16,50,34,60,50,4,30,6,14,36,28,32,-22,-12,6,2,2,42,10,12,8,36,10,26,0,26,14,32,22,52,72,-4,18,10,40,36,4,38,-24,-2,24,18,14,10,28,18,24,4,46,-2,36,16,-4,24,24,14,6,-10,14,34,-24,12,4,2,20,16,-8,22,4,14,14,12,-2,4,48,16,10,28,28,-2,4,16,64,-2,44,32,12,12,0,-2,6,18,26,6,12,14,12,0,10,32,0,26,-12,58,26,18,26,22,12,42,26,30,14,2,-2,-2,4,-6,28,0,30,6,64,74,0,0,32,-4,0,-18,4,64,12,38,16,22,10,-8,16,22,58,40,20,18,60,40,22,44,14,26,12,0,-18,4,18,36,6,18,80,20,12,0,10,20,6,14,20,14,42,-8,-4,34,-10,18,40,42,44,24,20,14,10,46,0,10,46,2,18,0,16,4,12,-2,8,-16,0,54,18,14,22,4,14,10,6,14,-12,22,-8,10,14,10,14,6,0,6,16,40,26,-6,4,-2,32,22,40,24,14,40,20,42,12,34,-6,16,0,20,18,2,18,18,16,2,22,30,36,12,10,12,0,22,24,4,-2,52,24,6,26,30,24,-10,26,26,18,8,46,70,6,2,10,2,-22,44,6,12,30,-14,54,6,2,-16,-8,12,28,58,2,50,28,-16,6,34,18,36,32,-2,16,28,-16,4,4,-4,-14,24,56,-14,6,4,-26,0,34,60,12,24,60,36,62,26,-8,18,42,6,36,4,2,2,10,16,14,28,32,10,12,26,2,26,-2,-8,10,38,24,6,82,8,42,32,20,34,22,14,8,48,40,6,16,32,64,20,0,-2,68,8,18,38,4,-14,-4,4,28,12,62,42,22,18,14,22,28,20,36,4,30,2,18,22,-2,-2,24,40,28,2,30,6,26,34,14,72,38,-22,58,-4,36,14,26,22,28,34,16,34,22,46,16,26,26,18,20,26,-2,32,40,-2,20,46,-12,10,2,0,-4,-4,10,8,32,36,6,16,0,46,-8,12,16,22,-6,66,14,-2,2,26,16,-6,36,-10,58,28,24,-10,-8,54,8,22,18,60,24,14,2,38,12,26,28,-6,72,-6,20,4,40,12,-22,22,16,32,-24
PRGO,64,40,64,52,40,54,52,60,70,30,62,28,32,70,48,-10,-4,18,64,34,-8,22,28,54,86,38,50,42,48,34,50,-10,32,84,32,92,-16,56,62,56,30,44,42,70,20,74,76,14,-2,52,10,80,34,-42,64,56,30,84,36,74,78,76,60,68,72,56,84,18,14,38,44,66,42,78,32,74,64,2,-42,60,18,66,48,42,66,54,26,90,-20,58,26,40,20,-12,-4,84,44,-22,18,62,-32,14,6,88,44,26,50,28,30,20,38,26,54,66,50,28,68,34,52,52,60,20,74,48,38,90,24,68,-32,38,62,60,64,54,16,40,84,22,-8,44,6,-8,64,82,64,-8,34,70,56,-6,24,-14,36,66,74,68,6,0,-4,-10,62,82,-18,-18,36,-18,86,64,-10,68,56,60,28,64,58,72,4,62,18,14,94,52,82,52,44,78,32,64,28,84,26,44,64,-2,50,56,64,50,54,74,34,78,56,90,72,74,52,64,48,56,68,38,70,38,42,62,68,36,58,76,60,48,16,4,74,72,-26,38,64,-22,48,78,40,54,8,56,66,16,58,46,64,46,84,26,56,42,88,68,42,70,60,30,34,22,70,54,14,88,62,60,24,46,4,42,60,4,20,64,42,50,66,34,80,2,84,14,28,78,36,12,78,-36,66,74,32,82,10,54,24,40,-2,72,68,-6,72,44,46,12,36,64,56,46,-18,0,4,34,76,42,22,72,60,32,70,68,28,48,20,74,64,84,64,98,62,62,-4,-16,-16,24,12,62,54,24,78,16,38,80,54,96,96,64,4,52,64,72,-16,46,82,58,48,40,80,20,36,74,72,-38,0,34,58,90,12,-4,72,16,56,84,14,36,82,76,-8,50,-2,0,60,-34,40,60,52,56,68,32,62,54,26,34,24,106,58,74,48,24,66,18,30,64,-22,72,6,38,72,28,30,74,12,82,38,58,28,-4,38,16,20,24,72,44,46,80,54,66,72,38,22,62,22,76,74,36,28,86,70,54,34,70,70,6,56,26,4,56,80,82,86,82,28,6,58,38,46,76,70,50,74,78,46,58,90,54,-4,30,20,50,18,-32,6,72,84,54,78,-24,-40,76,34,30,-18,62,22,-6,70,52,44,84,-16,50,64,40,62,54,12,56,46,76,44
PRU,78,60,60,64,78,32,32,52,86,70,78,74,70,78,72,4,16,42,78,78,-6,80,64,46,88,34,74,78,70,58,74,-28,40,102,52,104,-42,64,84,86,44,64,58,78,76,98,100,22,10,36,-4,76,74,-24,84,56,70,104,38,86,60,94,80,88,72,70,124,8,26,62,36,106,44,114,14,34,104,42,2,74,-2,90,70,72,78,62,40,94,12,50,26,44,44,32,0,96,74,38,-4,110,-12,38,12,130,36,34,46,28,18,10,66,50,90,82,74,8,64,78,48,90,52,28,54,88,86,130,28,38,2,44,66,62,64,66,0,40,112,26,18,28,10,8,42,66,70,-24,28,68,64,14,72,14,48,96,116,44,6,-10,-6,-12,106,102,0,-12,42,2,90,48,-24,62,32,76,60,90,82,108,14,78,30,28,112,90,96,74,82,80,28,62,64,94,74,70,60,22,124,106,96,78,78,90,68,74,62,110,84,78,62,88,74,70,72,46,64,72,78,80,102,30,90,56,104,80,14,8,38,54,-10,46,96,34,40,78,60,66,32,54,98,56,88,84,88,62,100,38,76,82,108,126,78,38,54,46,46,74,104,62,18,90,70,36,-12,82,4,56,90,0,40,68,82,110,54,54,92,40,68,18,56,102,52,36,140,-18,74,78,64,74,-14,86,44,96,-6,78,90,12,66,38,66,4,36,134,68,64,18,32,44,78,84,68,50,52,88,42,52,112,84,92,50,110,76,70,84,52,50,62,56,10,-24,64,-2,82,56,56,50,56,40,80,108,104,74,84,-12,44,66,68,-26,66,82,100,88,40,44,28,66,104,120,-54,48,20,84,120,40,72,120,32,62,100,16,48,112,118,4,82,68,60,0,-58,88,90,72,72,94,64,86,70,70,4,40,94,96,124,80,16,106,36,78,32,24,108,-26,20,108,40,74,94,26,90,34,94,44,4,14,68,28,32,110,76,26,98,88,104,24,48,66,78,74,92,104,16,64,72,38,66,58,86,114,56,52,20,4,48,70,86,76,92,94,-6,52,34,42,118,78,88,106,116,94,90,80,66,44,28,62,82,38,-52,32,72,78,50,84,-12,-38,114,66,72,46,60,42,46,74,54,38,88,-20,58,80,34,110,102,16,32,56,66,44
